,Text,sentiment_scores,neg_score,neu_score,pos_score,compound_score,target
1156,"bought mom birthday , dying open could try . nice fresh everything tasted great ! wish bought one !","{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.9097}",0.0,0.468,0.532,0.9097,1
1159,"expensive , worth , ive tried every iced tea . lipton pretty good , best ! ! tetleys sux , many iced teas like bigelow terrible , great ! like coffee shop","{'neg': 0.133, 'neu': 0.309, 'pos': 0.558, 'compound': 0.9507}",0.133,0.309,0.558,0.9507,1
1175,"love chips could n't contain happiness recieved box ! ! love , love spicy foods ... get ! !","{'neg': 0.11, 'neu': 0.375, 'pos': 0.516, 'compound': 0.916}",0.11,0.375,0.516,0.916,1
1180,used lollipops candy princess costume daughter . came perfect condition exactly like picture shows . come group 16 ... great value ! extremely satisfied !,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.9467}",0.0,0.494,0.506,0.9467,1
1183,bought lollipops daughter 's 3rd birthday . super cute kids loved . definitely met expectations .,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.926}",0.0,0.4,0.6,0.926,1
1188,bought birthday perfect -- arrived uncracked wrapped really well . super cute perfect 4 year olds .,"{'neg': 0.0, 'neu': 0.343, 'pos': 0.657, 'compound': 0.9534}",0.0,0.343,0.657,0.9534,1
1208,"actually pretty good little potato puffs , best - cheese ! ( unless like sort thing , n't 's nice actually find potato side dish cheese ) . < br / > < br / > anyways- - surprisingly good toast nicely oven like 10 minutes . worth $ 10 .","{'neg': 0.045, 'neu': 0.465, 'pos': 0.489, 'compound': 0.9678}",0.045,0.465,0.489,0.9678,1
1211,love order type cooked potatoes great steak ...,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.8519}",0.0,0.42,0.58,0.8519,1
1213,"good side dish , easy make , easy eat . others said , needs little spice , delicious !","{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.9084}",0.0,0.42,0.58,0.9084,1
1216,potatoes good . n't know 'd get . garlic taste strong . love garlic . hoping got `` '' batch .,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.9217}",0.0,0.476,0.524,0.9217,1
1220,potatoes really good . husband * love * . way easy . buying .,"{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.8899}",0.0,0.321,0.679,0.8899,1
1223,"good ! delicious , easy prepare food ! would definitely order . gourmet taste , took minutes get ready . yum ! ! !","{'neg': 0.0, 'neu': 0.387, 'pos': 0.613, 'compound': 0.942}",0.0,0.387,0.613,0.942,1
1225,taste pretty good . eat one poultry selections omaha steaks . makes great meal .,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.8807}",0.0,0.469,0.531,0.8807,1
1226,potatoes pretty good . eaten alone served meal . really like potatoes easy choice .,"{'neg': 0.095, 'neu': 0.332, 'pos': 0.573, 'compound': 0.8766}",0.095,0.332,0.573,0.8766,1
1247,family loves spam amazon makes easy great deal buy bulk . 7-ounce size perfect use . amazing use spam . add favorite recipes place meats ! super convenient come automatic shipments without give second thought !,"{'neg': 0.094, 'neu': 0.393, 'pos': 0.513, 'compound': 0.9732}",0.094,0.393,0.513,0.9732,1
1252,"bought good feedback bad luck canned crab . hoping product different previous canned crab . alas , little better . unfortunately , canned crab seems good stick fresh expensive crab .","{'neg': 0.192, 'neu': 0.398, 'pos': 0.41, 'compound': 0.831}",0.192,0.398,0.41,0.831,1
1255,three small dogs one favorite treats ! n't worry choking feel giving healthy treat ! please n't ever stop making pet n shape .,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.9549}",0.0,0.37,0.63,0.9549,1
1260,"great product , made custard years always makes great custard . purchase product . amazon great job getting us purchases fast without damage .","{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.9488}",0.0,0.474,0.526,0.9488,1
1263,"hard find locally . great price , especially free shipping . enough share family friends .","{'neg': 0.065, 'neu': 0.327, 'pos': 0.607, 'compound': 0.9117}",0.065,0.327,0.607,0.9117,1
1264,"wonderful handy product . 'm thrilled yummy ways used . aunt , lived ireland 7 years , said used time loved .","{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.9313}",0.0,0.463,0.537,0.9313,1
1268,tea helpful congestion tastes great . make sure let steep long directions say . really seems help feel better .,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.9334}",0.0,0.443,0.557,0.9334,1
1276,"dog loves treats . sprinkle regular dry dog food , gobbles everything fast . also use rewards good behavior . wonderful , nutritious , really good hand times .","{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.9627}",0.0,0.447,0.553,0.9627,1
1283,dogs go crazy liver biscottis . nice crunchy helps clean teeth ingredients wholesome .,"{'neg': 0.13, 'neu': 0.432, 'pos': 0.438, 'compound': 0.6908}",0.13,0.432,0.438,0.6908,1
1290,four dogs love stuff ! bite size treat perfect size training . dogs like crunch - 's shaped like small square crouton . enough huge bag make little gift bags friends dogs .,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.9707}",0.0,0.458,0.542,0.9707,1
1303,"always available local stores . love . especially good watching football games , favorite malt beverage . good deal , super fast delivery , . nuts fresh tasty , always .","{'neg': 0.062, 'neu': 0.404, 'pos': 0.534, 'compound': 0.9551}",0.062,0.404,0.534,0.9551,1
1309,good stuff ! eating right sweet basil tomato sauce . pasta neat shape cooks nicely . 's colorful tasty great `` al dente '' .,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.945}",0.0,0.497,0.503,0.945,1
1314,'s always wonderful able give chocolates gift receive . 's great know send someone chocolates guarantee n't arrive melted . good service excellent chocolates !,"{'neg': 0.069, 'neu': 0.456, 'pos': 0.476, 'compound': 0.9359}",0.069,0.456,0.476,0.9359,1
1315,love strawberries dipped chocolate locally could find dark chocolate type - glad found amazon - wonderful !,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.9168}",0.0,0.437,0.563,0.9168,1
1316,"best dipping chocolate ever ! dipped strawberries , pretzels marshmallows wonderful . whole family loves . great bring friends occasions ! dont forget wax paper , otherwise stick plate !","{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.9696}",0.0,0.443,0.557,0.9696,1
1328,bought gift hard buy father ... loved bread said delicious ! !,"{'neg': 0.076, 'neu': 0.325, 'pos': 0.6, 'compound': 0.893}",0.076,0.325,0.6,0.893,1
1331,"love , dont use much strong , tastes great . makes even mediocre salmon taste great .","{'neg': 0.112, 'neu': 0.373, 'pos': 0.514, 'compound': 0.8933}",0.112,0.373,0.514,0.8933,1
1338,licorice good taste . daughter gluten free diet loves cherry bites .,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.872}",0.0,0.414,0.586,0.872,1
1339,maybe better 're fresh . could ruin dental work careful chewing . taste great .,"{'neg': 0.175, 'neu': 0.323, 'pos': 0.502, 'compound': 0.7269}",0.175,0.323,0.502,0.7269,1
1354,"flavors tic tacs , favorite . great wild cherry flavor . love ! ! bad n't readily available purchase locally .","{'neg': 0.133, 'neu': 0.417, 'pos': 0.45, 'compound': 0.855}",0.133,0.417,0.45,0.855,1
1356,definitely would reorder . think would better offered bigger pack . kids love . great little valentine 's day gifts . great stocking stuffers .,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.9584}",0.0,0.455,0.545,0.9584,1
1359,love wild cherry tic tacs impossible find stores . glad get amazon price excellent ! great low calorie treat keep buying amazon . highly recommend purchase !,"{'neg': 0.052, 'neu': 0.345, 'pos': 0.603, 'compound': 0.9697}",0.052,0.345,0.603,0.9697,1
1362,great thanks great service n't know else say said tu say .,"{'neg': 0.0, 'neu': 0.419, 'pos': 0.581, 'compound': 0.9022}",0.0,0.419,0.581,0.9022,1
1379,best tasting stevia tried . also think better value others . really like open packets make gallon tea .,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.9061}",0.0,0.494,0.506,0.9061,1
1386,"trying get sugar , product . great sweet taste without spiking insulin , bitter aftertaste . great diabetics anyone trying eat healthy . love product .","{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.9658}",0.0,0.407,0.593,0.9658,1
1388,need cut sugar way go ! love stevia iced tea 's great cereal also . great stuff ! !,"{'neg': 0.08, 'neu': 0.417, 'pos': 0.503, 'compound': 0.9213}",0.08,0.417,0.503,0.9213,1
1407,"love toasted bagel cream cheese scallions even dill , great way enjoy caviar break bank .","{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.91}",0.0,0.489,0.511,0.91,1
1416,joy serve mini potato pancakes sour cream teaspoon caviar top . soooooo tasty pretty christmas . thanks offering .,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.8979}",0.0,0.46,0.54,0.8979,1
1429,great tasting coffiee ! ! one best 've ever ! problem high shipping costs .,"{'neg': 0.136, 'neu': 0.402, 'pos': 0.462, 'compound': 0.8164}",0.136,0.402,0.462,0.8164,1
1448,"dinners close perfect found mountains . quick , easy delicious !","{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.8908}",0.0,0.321,0.679,0.8908,1
1464,super tastey ! would definitely recommend . reason 'm giving 5 stars wish bigger ! :,"{'neg': 0.0, 'neu': 0.289, 'pos': 0.711, 'compound': 0.9298}",0.0,0.289,0.711,0.9298,1
1473,"papers great , leave delicious strawberry taste lips . even glue tastes good .","{'neg': 0.063, 'neu': 0.37, 'pos': 0.566, 'compound': 0.8885}",0.063,0.37,0.566,0.8885,1
1474,"smell good cute great size , bend middle help roll , holds together really well tasty glue . definitely recommend . smell like strawberry bubble gum , n't really affect flavor much , better plain ones sweet . box says `` printed soy ink '' 's clean n't worry ridiculous chemicals graphics .","{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.986}",0.0,0.471,0.529,0.986,1
1478,"excellent . nice , rich creamy pistachio nut middle . mmmm ..... delish ! ! !","{'neg': 0.0, 'neu': 0.389, 'pos': 0.611, 'compound': 0.8996}",0.0,0.389,0.611,0.8996,1
1506,love stuff get amazon . arrived time good condition enjoy .,"{'neg': 0.0, 'neu': 0.294, 'pos': 0.706, 'compound': 0.9001}",0.0,0.294,0.706,0.9001,1
1513,n't know product good true . half calories regular pasta ! ! wow .,"{'neg': 0.145, 'neu': 0.422, 'pos': 0.433, 'compound': 0.6983}",0.145,0.422,0.433,0.6983,1
1514,great product . recommended dr. oz . love pasta calories . much better whole wheat .,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.9186}",0.0,0.381,0.619,0.9186,1
1529,"love love love muffins . moist delicious ! ! like best day bake . 2nd day dry bit wonderful pop toaster oven min warm , good new . complaint difficult find ! ! def worth every penny ! !","{'neg': 0.084, 'neu': 0.302, 'pos': 0.614, 'compound': 0.9847}",0.084,0.302,0.614,0.9847,1
1542,"quick , easy portable , think tastes great ! 's favorite flavor .","{'neg': 0.0, 'neu': 0.368, 'pos': 0.632, 'compound': 0.8832}",0.0,0.368,0.632,0.8832,1
1545,"thanks egg tip , works well really helps product . nevertheless , ended giving away three six containers thrilled nutritional information .","{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.9041}",0.0,0.496,0.504,0.9041,1
1549,thai coconut ginger noodles quick easy prepare . rewarded delicious noodles enjoy share side dish another noodle enjoyer .,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.9545}",0.0,0.374,0.626,0.9545,1
1559,"second order . good , hot like best sample per preferences .","{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.8625}",0.0,0.385,0.615,0.8625,1
1563,"totally love tea . brews beautiful reddish color . aromatic beautiful look . could potpourri . love sachets comes - elegant . bought third canister morning . everyone office friends loving , ! best honey pearls also sold white lion tea . 's organic !","{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.9869}",0.0,0.451,0.549,0.9869,1
1565,husband 's new favorite tea ! 'm huge hibiscus taste good . 'm sure 'll buying .,"{'neg': 0.0, 'neu': 0.481, 'pos': 0.519, 'compound': 0.8687}",0.0,0.481,0.519,0.8687,1
1566,nice tea . steep 3 times . strong cranberry flavor . probably would good cold tea . recommend love cranberry .,"{'neg': 0.0, 'neu': 0.389, 'pos': 0.611, 'compound': 0.9403}",0.0,0.389,0.611,0.9403,1
1568,"love , love , love ! 10 year old drink herbal tea quite often . tasty !","{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.9347}",0.0,0.406,0.594,0.9347,1
1587,"pleased dog food . sheltie good coat good movements harmony farms . much better food others . picky eater , add chicken eat . stick harmony farms . also like bag , helps keep food fresh .","{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.9698}",0.0,0.45,0.55,0.9698,1
1590,"dog loves , loves dog food.i say love twice , dog food one dog 's favorite .","{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.9393}",0.0,0.407,0.593,0.9393,1
1610,"tastes good . 's fried , bad , tastes good , eat ? course , lot , great healthier snacks .","{'neg': 0.156, 'neu': 0.402, 'pos': 0.442, 'compound': 0.7506}",0.156,0.402,0.442,0.7506,1
1617,"potato chips lovers trying eat healthy , chips great alternative ! like fried , flavor along calorie/fat benefits make great choice ! liked variety pack opportunity see flavors would like . turns , like ! favorites ( like bbq , salt & vinegar , plain ) able buy singlularly added plus . already placed two orders since initial purchase !","{'neg': 0.0, 'neu': 0.482, 'pos': 0.518, 'compound': 0.9877}",0.0,0.482,0.518,0.9877,1
1620,"products wonderful fresh ! ! everything reported chips target , would recommend others . amazon 's services fantastic ! !","{'neg': 0.0, 'neu': 0.376, 'pos': 0.624, 'compound': 0.9321}",0.0,0.376,0.624,0.9321,1
1622,"really good tasting chips , n't unhealthy eat fair amount . love flavoring .","{'neg': 0.103, 'neu': 0.366, 'pos': 0.532, 'compound': 0.8484}",0.103,0.366,0.532,0.8484,1
1627,"popchips great fresh arrived . price , wish bags chips bucks .","{'neg': 0.0, 'neu': 0.397, 'pos': 0.603, 'compound': 0.8442}",0.0,0.397,0.603,0.8442,1
1633,"love chips , taste good low cal diet perfect . individual bags keep honest . thank popchips","{'neg': 0.079, 'neu': 0.3, 'pos': 0.622, 'compound': 0.9382}",0.079,0.3,0.622,0.9382,1
1634,delicious . husband love . especially bbq salt vinegar flavors . like individual packages . 's wonderful bargain get free shipping !,"{'neg': 0.0, 'neu': 0.361, 'pos': 0.639, 'compound': 0.9612}",0.0,0.361,0.639,0.9612,1
1639,great size healthy . satisfy craving something crisp reasonable calorie wise .,"{'neg': 0.0, 'neu': 0.317, 'pos': 0.683, 'compound': 0.9169}",0.0,0.317,0.683,0.9169,1
1642,"ca n't believe actually decent . taste awesome ! love chips , great crunch great amount flavor . addicted boyfriend ( hates anything 's healthy ) . recommend friends . 'm auto refill program keep reorder early since bf keeps eating .","{'neg': 0.055, 'neu': 0.472, 'pos': 0.474, 'compound': 0.9726}",0.055,0.472,0.474,0.9726,1
1652,bbq chips great . liked better regular chips . nice crunch . hate kettle chips hard like eating shards glass. < br / > < br / > definitely buying popchips .,"{'neg': 0.138, 'neu': 0.379, 'pos': 0.482, 'compound': 0.9136}",0.138,0.379,0.482,0.9136,1
1656,husband really like popchips . great substitute regular potato chips find satisfying .,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.8795}",0.0,0.441,0.559,0.8795,1
1658,great way help dieting keeping track . tasty crunchy - great sandwiches salad even .,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.8979}",0.0,0.452,0.548,0.8979,1
1660,"trying eat healthy could really find good tasting low fat snacks . friend told pop chips bought amazon . said loved give try , said heck likes must good . know loved bag almost everyday snack","{'neg': 0.042, 'neu': 0.463, 'pos': 0.495, 'compound': 0.97}",0.042,0.463,0.495,0.97,1
1665,"popchips great guilt-free way add crunchy satisfaction diet without added excess fat sugar . clean , light , deliciously satisfying available variety flavors.they would make great lunch box addition . popchips hand home !","{'neg': 0.0, 'neu': 0.487, 'pos': 0.513, 'compound': 0.9726}",0.0,0.487,0.513,0.9726,1
1669,"chips awesome . light airy texture makes pleasant snack . dieting thesse fit reall nice . gives salty , crunchy yummy taste keeps points low day . love . recommended diet buddies love . n't tried flavors yet , variety pack trust tracking hopefully find favorite . may difficult good ! ! !","{'neg': 0.065, 'neu': 0.382, 'pos': 0.553, 'compound': 0.9877}",0.065,0.382,0.553,0.9877,1
